input_street,input_city,input_county,input_state,most_sim_street,sim_score,mostsimstreet_id,highway,lanes,oneway
Isabel Ave,Livermore,Alameda,CA,Isabel Avenue,87,163050446,trunk,2,yes
Baltimore Washington Pkwy N,Jessup,Anne Arundel,MD,Baltimore-Washington Parkway,87,695877110,motorway,3,yes
Branch Ave,Providence,Providence,RI,Branch Avenue,87,619413520,secondary,2,yes
Evangeline St,Baton Rouge,East Baton Rouge,LA,Evangeline Street,87,112455312,primary,2,yes
Garden State Pkwy N,Kenilworth,Union,NJ,Garden State Parkway,87,963874496,motorway,5,yes
E Kings Canyon Rd,Squaw Valley,Fresno,CA,East Kings Canyon Road,87,1245481553,secondary,3,Not_Present_Value
N Verrado Way,Buckeye,Maricopa,AZ,North Verrado Way,87,175163200,secondary,3,yes
Baltimore Washington Pkwy N,Annapolis Junction,Anne Arundel,MD,Baltimore-Washington Parkway,87,969992888,motorway,2,yes
S Camino Seco,Tucson,Pima,AZ,South Camino Seco,87,16920052,primary,Not_Present_Value,yes
Baltimore Washington Pkwy S,Laurel,Prince George's,MD,Baltimore-Washington Parkway,87,85437115,motorway,2,yes
Jonquil Dr,Nashville,Davidson,TN,Jonquil Drive,87,635095045,tertiary,2,Not_Present_Value
Pierce Ave,Macon,Bibb,GA,Pierce Avenue,87,112662895,primary,1,yes
Baltimore Washington Pkwy S,Linthicum Heights,Anne Arundel,MD,Baltimore-Washington Parkway,87,451799343,motorway,2,yes
Maplegrove St,La Puente,Los Angeles,CA,Maplegrove Street,87,405355771,tertiary,3,Not_Present_Value
Gaston Ave,Dallas,Dallas,TX,Gaston Avenue,87,778806251,secondary,4,Not_Present_Value
Westinghouse Blvd,Charlotte,Mecklenburg,NC,Westinghouse Boulevard,87,684427027,secondary,4,yes
Bangerter Hwy,West Valley City,Salt Lake,UT,Bangerter Highway,87,1104965265,trunk,3,yes
Tallapoosa St,Birmingham,Jefferson,AL,Tallapoosa Street,87,449275170,primary,2,yes
Wallace Dr,Montgomery,Montgomery,AL,Wallace Drive,87,840489271,residential,Not_Present_Value,Not_Present_Value
Kuhnle Ave,Oakland,Alameda,CA,Kuhnle Avenue,87,415865198,tertiary,5,Not_Present_Value
Asheville Hwy,Spartanburg,Spartanburg,SC,Asheville Highway,87,478201649,primary,7,Not_Present_Value
Garden State Pkwy N,East Orange,Essex,NJ,Garden State Parkway,87,318739375,motorway,3,yes
Garvey Ave,Baldwin Park,Los Angeles,CA,Garvey Avenue,87,390795412,residential,2,Not_Present_Value
Walnut Ave,Horsham,Montgomery,PA,Walnut Avenue,87,12361123,residential,Not_Present_Value,Not_Present_Value
Beach Blvd,Buena Park,Orange,CA,Beach Blvd UC,87,54062858,motorway,5,yes
Warren Street Byp E,Reading,Berks,PA,Warren Street Bypass,87,977462314,motorway,2,yes
Sprain Brook Pkwy S,Hawthorne,Westchester,NY,Sprain Brook Parkway,87,49537620,motorway,3,yes
Durfee Ave,El Monte,Los Angeles,CA,Durfee Avenue,87,1038618843,secondary,4,yes
Butler Ave,Los Angeles,Los Angeles,CA,Butler Avenue,87,165828670,residential,Not_Present_Value,Not_Present_Value
Sweetbriar St,Baton Rouge,East Baton Rouge,LA,Sweetbriar Street,87,12633706,residential,Not_Present_Value,Not_Present_Value
W I 44 Service Rd,Oklahoma City,Oklahoma,OK,West I 44 Service Road,87,406655856,secondary,3,yes
Garth Brooks Blvd,Yukon,Canadian,OK,Garth Brooks Boulevard,87,378538497,tertiary,Not_Present_Value,Not_Present_Value
Garden State Pkwy S,Clifton,Passaic,NJ,Garden State Parkway,87,44934034,motorway,3,yes
Morris Ave,Union,Union,NJ,Morris Avenue,87,1015105447,primary,2,yes
Professional Blvd,Baton Rouge,East Baton Rouge,LA,Professional Boulevard,87,677934163,residential,1,yes
Academy Dr,Tuscaloosa,Tuscaloosa,AL,Academy Drive,87,965984970,tertiary,2,no
W Mount Morris Rd,Mount Morris,Genesee,MI,West Mount Morris Road,87,101083032,tertiary,Not_Present_Value,Not_Present_Value
Northwest Hwy,Garland,Dallas,TX,Northwest Highway,87,1010209024,secondary,Not_Present_Value,yes
Jimmy Carter Blvd,Norcross,Gwinnett,GA,Jimmy Carter Boulevard,87,630391559,primary,3,yes
Lancaster Hwy,Richburg,Chester,SC,Lancaster Highway,87,172738016,trunk,2,yes
Metropolitan Blvd,Halethorpe,Baltimore County,MD,Metropolitan Boulevard,87,92126306,motorway,2,yes
Westinghouse Blvd,Raleigh,Wake,NC,Westinghouse Boulevard,87,957579846,tertiary,2,yes
W Bethany Home Rd,Glendale,Maricopa,AZ,West Bethany Home Road,87,436888814,secondary,5,no
Wilson Ave,Newark,Essex,NJ,Wilson Avenue,87,1089493674,secondary,Not_Present_Value,Not_Present_Value
Cross Island Pkwy S,Oakland Gardens,Queens,NY,Cross Island Parkway,87,995490141,motorway,3,yes
N Apopka Vineland Rd,Orlando,Orange,FL,North Apopka Vineland Road,87,1069918404,tertiary,4,yes
Krycul Ave,Riverview,Hillsborough,FL,Krycul Avenue,87,219449812,tertiary,2,no
Bangerter Hwy,South Jordan,Salt Lake,UT,Bangerter Highway,87,987863879,motorway,3,yes
Garden State Pkwy N,Cranford,Union,NJ,Garden State Parkway,87,1015121992,motorway,5,yes
Charter Dr,Longs,Horry,SC,Charter Drive,87,1217724228,residential,Not_Present_Value,Not_Present_Value
Garden Grove Blvd,Garden Grove,Orange,CA,Garden Grove Boulevard,87,406453291,primary,3,yes
Garden State Pkwy S,Brick,Ocean,NJ,Garden State Parkway,87,682609499,motorway,3,yes
Holly Hall St,Houston,Harris,TX,Holly Hall Street,87,53853516,tertiary,Not_Present_Value,Not_Present_Value
Circle Ave,Forest Park,Cook,IL,Circle Avenue,87,24081305,tertiary,Not_Present_Value,Not_Present_Value
Duncan Ave,Jersey City,Hudson,NJ,Duncan Avenue,87,584850233,secondary,3,no
Monroe Ave,Rochester,Monroe,NY,Monroe Avenue,87,800397651,primary,Not_Present_Value,yes
Canada Ave,Orlando,Orange,FL,Canada Avenue,87,1130628744,unclassified,3,Not_Present_Value
Canterbury Rd S,Shakopee,Scott,MN,Canterbury Road,87,640843384,tertiary,Not_Present_Value,yes
Euclid Ave,Chino Hills,San Bernardino,CA,Euclid Avenue,87,40884236,primary,4,Not_Present_Value
Irvine Ave,Newport Beach,Orange,CA,Irvine Avenue,87,759520407,secondary,Not_Present_Value,Not_Present_Value
Turtle Creek Blvd,Dallas,Dallas,TX,Turtle Creek Boulevard,87,1159775450,secondary,4,yes
W Okeechobee Rd,Hialeah,Miami-Dade,FL,Okeechobee Road,87,905829322,trunk,5,yes
New State Hwy,Raynham,Bristol,MA,New State Highway,87,38668179,trunk,2,yes
E Cesar E Chavez Ave,Los Angeles,Los Angeles,CA,East Cesar E Chavez Avenue,87,399279286,primary,5,Not_Present_Value
Garden State Pkwy S,Bloomfield,Essex,NJ,Garden State Parkway,87,54670742,motorway,3,yes
Garden State Pkwy N,Newark,Essex,NJ,Garden State Parkway,87,38312482,motorway,4,yes
Washington St,Waukegan,Lake,IL,Washington Street,87,1263112081,secondary,6,Not_Present_Value
Bryant Ave,Quincy,Norfolk,MA,Bryant Avenue,87,512938227,secondary,2,yes
Windsor Hill Blvd,North Charleston,Dorchester,SC,Windsor Hill Boulevard,87,442629532,residential,Not_Present_Value,yes
Clackamas Hwy,Eagle Creek,Clackamas,OR,Clackamas Highway,87,606460640,primary,3,Not_Present_Value
Storrow Dr,Boston,Suffolk,MA,Storrow Drive,87,822706200,trunk,2,yes
Cherry Ave,Long Beach,Los Angeles,CA,Cherry Avenue,87,1026923989,secondary,3,yes
Weldon Ave,Charlotte,Mecklenburg,NC,Weldon Avenue,87,16670818,residential,Not_Present_Value,Not_Present_Value
Washington St,Eugene,Lane,OR,Washington Street,87,458831348,tertiary,Not_Present_Value,yes
GB Alford Hwy,Holly Springs,Wake,NC,GB Alford Highway,87,828610455,trunk,2,yes
Garden State Pkwy N,Lakewood,Ocean,NJ,Garden State Parkway,87,35972122,motorway,3,yes
E Old Shakopee Rd,Minneapolis,Hennepin,MN,East Old Shakopee Road,87,233471196,secondary,2,yes
Graham Ave,Los Angeles,Los Angeles,CA,Graham Avenue,87,166425127,tertiary,Not_Present_Value,Not_Present_Value
Holmes Ave,Los Angeles,Los Angeles,CA,Holmes Avenue,87,398793442,tertiary,3,Not_Present_Value
Calvary Dr,Raleigh,Wake,NC,Calvary Drive,87,995463528,tertiary,Not_Present_Value,yes
Charlotte Hwy,Fort Mill,Lancaster,SC,Charlotte Highway,87,1204232822,trunk,2,yes
W Sam Houston Tollway N,Houston,Harris,TX,West Sam Houston Tollway North,87,126987165,motorway,4,yes
Wade Hampton Blvd,Taylors,Greenville,SC,Wade Hampton Boulevard,87,1207877805,primary,4,yes
Shelby Ave,Nashville,Davidson,TN,Shelby Avenue,87,60430063,secondary,Not_Present_Value,Not_Present_Value
Santa Monica Blvd,Los Angeles,Los Angeles,CA,Santa Monica Boulevard,87,759480756,primary,9,Not_Present_Value
Gateway Dr,Greer,Spartanburg,SC,Gateway Drive,87,959784720,unclassified,Not_Present_Value,Not_Present_Value
E Avenue O,Palmdale,Los Angeles,CA,East Avenue O,87,769224607,tertiary,Not_Present_Value,Not_Present_Value
E Tanque Verde Rd,Tucson,Pima,AZ,East Tanque Verde Road,87,910306724,primary,Not_Present_Value,yes
Wade Hampton Blvd,Greenville,Greenville,SC,Wade Hampton Boulevard,87,624238205,primary,4,yes
Weedpatch Hwy,Bakersfield,Kern,CA,Weedpatch Highway,87,1198721566,primary,2,Not_Present_Value
Saturn Ave,Huntington Park,Los Angeles,CA,Saturn Avenue,87,930224686,tertiary,Not_Present_Value,Not_Present_Value
Beverly Dr,Charlotte,Mecklenburg,NC,Beverly Drive,87,16700663,residential,Not_Present_Value,Not_Present_Value
California St,Redlands,San Bernardino,CA,California Street,87,475154314,secondary,3,yes
Garden State Pkwy S,Kenilworth,Union,NJ,Garden State Parkway,87,963874496,motorway,5,yes
Montgomery St,New York,New York,NY,Montgomery Street,87,46154287,secondary,2,Not_Present_Value
Cross Island Pkwy N,Whitestone,Queens,NY,Cross Island Parkway,87,959707577,motorway,3,yes
Hilburn Dr,Raleigh,Wake,NC,Hilburn Drive,87,760102173,residential,Not_Present_Value,Not_Present_Value
Grover Ave,Austin,Travis,TX,Grover Avenue,87,696604701,residential,Not_Present_Value,Not_Present_Value
Harding Pl,Charlotte,Mecklenburg,NC,Harding Place,87,16685801,residential,2,Not_Present_Value
Garden State Pkwy N,Eatontown,Monmouth,NJ,Garden State Parkway,87,46691446,motorway,2,yes
W Gages Lake Rd,Gurnee,Lake,IL,Gages Lake Road,87,841161392,footway,Not_Present_Value,Not_Present_Value
Garden State Pkwy S,Cranford,Union,NJ,Garden State Parkway,87,51538792,motorway,5,yes
N Orange Blossom Trl,Orlando,Orange,FL,North Orange Blossom Trail,87,1292331698,primary,3,yes
Indianapolis Blvd,Hammond,Lake,IN,Indianapolis Boulevard,87,80752292,primary,2,yes
Charlotte Hwy,Clover,York,SC,Charlotte Highway,87,624718187,primary,4,yes
Northwest Hwy,Dallas,Dallas,TX,Northwest Highway,87,9957873,secondary,4,yes
Devonshire St,Mission Hills,Los Angeles,CA,Devonshire Street,87,759758423,primary,Not_Present_Value,yes
Convention St,Baton Rouge,East Baton Rouge,LA,Convention Street,87,12626891,residential,Not_Present_Value,Not_Present_Value
Asheville Hwy,Fletcher,Henderson,NC,Asheville Highway,87,727276319,primary,Not_Present_Value,yes
Euclid Ave,Rolling Meadows,Cook,IL,Euclid Avenue,87,27713642,secondary,4,no
Chapel Creek Blvd,Aledo,Tarrant,TX,Chapel Creek Boulevard,87,759718520,secondary,5,Not_Present_Value
Antoine Dr,Houston,Harris,TX,Antoine Drive,87,1122276917,secondary,2,yes
Gessner Dr,Houston,Harris,TX,Gessner Drive,87,1239182126,secondary,3,yes
Wyalong Dr,Charlotte,Mecklenburg,NC,Wyalong Drive,87,248764340,residential,Not_Present_Value,yes
John Kilpatrick Tpke W,Oklahoma City,Oklahoma,OK,John Kilpatrick Turnpike,87,52244347,motorway,3,yes
Washington St,Winchester,Riverside,CA,Washington Street,87,659263101,secondary,4,Not_Present_Value
Norwood Park Blvd,Austin,Travis,TX,Norwood Park Boulevard,87,15392813,residential,Not_Present_Value,Not_Present_Value
Cross County Pkwy E,Mount Vernon,Westchester,NY,Cross County Parkway,87,122738236,motorway,4,yes
W Indiantown Rd,Jupiter,Palm Beach,FL,Indiantown Road,87,136460243,primary,2,yes
Lancaster Hwy,Charlotte,Mecklenburg,NC,Lancaster Highway,87,251595539,trunk,2,yes
Garden State Pkwy N,Clark,Union,NJ,Garden State Parkway,87,961529595,motorway,5,yes
Baltimore Washington Pkwy N,Hyattsville,Prince George's,MD,Baltimore-Washington Parkway,87,870773991,motorway,4,yes
Washington St,San Diego,San Diego,CA,Washington Street,87,436318489,primary,2,yes
Seaview Dr,Secaucus,Hudson,NJ,Seaview Drive,87,1041350422,secondary,3,yes
Green Trails Blvd,Centreville,Fairfax County,VA,Green Trails Boulevard,87,940875915,tertiary,2,yes
Mandeville St,New Orleans,Orleans,LA,Mandeville Street,87,111542620,residential,1,yes
Oildale Dr,Bakersfield,Kern,CA,Oildale Drive,87,10431592,tertiary,Not_Present_Value,Not_Present_Value
Hendrix Dr,Greenville,Greenville,SC,Hendrix Drive,87,1173386898,residential,3,Not_Present_Value
Forest Ave,Richmond,Henrico,VA,Forest Avenue,87,1094720819,tertiary,2,yes
Waverly Dr,Elgin,Kane,IL,Waverly Drive,87,24099145,residential,Not_Present_Value,Not_Present_Value
John Kilpatrick Tpke W,Yukon,Canadian,OK,John Kilpatrick Turnpike,87,117752353,motorway,2,yes
Shawnee Dr,Kansas City,Wyandotte,KS,Shawnee Drive,87,38548629,secondary,Not_Present_Value,Not_Present_Value
Freedom Dr,Raleigh,Wake,NC,Freedom Drive,87,18900849,tertiary,Not_Present_Value,Not_Present_Value
Gold Country Blvd,Rancho Cordova,Sacramento,CA,Gold Country Boulevard,87,586336034,tertiary,Not_Present_Value,yes
Hardy Toll Rd S,Spring,Harris,TX,Hardy Toll Road,87,104451883,motorway,2,yes
Garden State Pkwy S,Clark,Union,NJ,Garden State Parkway,87,54778093,motorway,5,yes
Plainfield St,Houston,Harris,TX,Plainfield Street,87,1039319437,unclassified,Not_Present_Value,yes
Lynmont Dr,Charlotte,Mecklenburg,NC,Lynmont Drive,87,16707370,residential,Not_Present_Value,Not_Present_Value
W Okeechobee Rd,Miami,Miami-Dade,FL,Okeechobee Road,87,1288742159,trunk,2,yes
College Dr,Suffolk,Suffolk,VA,College Drive,87,48765627,primary,3,yes
Eastway Dr,Charlotte,Mecklenburg,NC,Eastway Drive,87,758271937,primary,4,yes
Hudson Ave,Hudson,Pasco,FL,Hudson Avenue,87,883262836,tertiary,2,Not_Present_Value
Temple Ave,Colonial Heights,Colonial Heights,VA,Temple Avenue,87,791583575,primary,2,yes
Dresser Ct,Raleigh,Wake,NC,Dresser Court,87,119459986,tertiary,Not_Present_Value,Not_Present_Value
Garden State Pkwy N,Sayreville,Middlesex,NJ,Garden State Parkway,87,46678576,motorway,4,yes
Brooks Ave,Rochester,Monroe,NY,Brooks Avenue,87,38726310,primary,4,Not_Present_Value
Cross Island Pkwy S,Whitestone,Queens,NY,Cross Island Parkway,87,949727283,motorway,3,yes
Alton Pkwy,Irvine,Orange,CA,Alton Parkway,87,1069506241,primary,3,yes
E Avenue T,Littlerock,Los Angeles,CA,East Avenue T,87,364605704,secondary,Not_Present_Value,Not_Present_Value
Pierson Pl,Flushing,Genesee,MI,Pierson Place,87,8629913,residential,Not_Present_Value,Not_Present_Value
Edison Ave,Sacramento,Sacramento,CA,Edison Avenue,87,968458819,tertiary,Not_Present_Value,Not_Present_Value
Jenkins Dr,Charlotte,Mecklenburg,NC,Jenkins Drive,87,207859601,residential,1,yes
Mount Holly Hntrsvlle Rd,Huntersville,Mecklenburg,NC,Mount Holly-Huntersville Road,87,1094634043,secondary,1,yes
Sprain Brook Pkwy N,Elmsford,Westchester,NY,Sprain Brook Parkway,87,1060434400,motorway,3,yes
Choctaw Dr,Baton Rouge,East Baton Rouge,LA,Choctaw Drive,87,1103062726,secondary,4,Not_Present_Value
Benton Ave,Minneapolis,Hennepin,MN,Benton Avenue,87,40813867,tertiary,Not_Present_Value,Not_Present_Value
Demonbreun St,Nashville,Davidson,TN,Demonbreun Street,87,961172766,tertiary,Not_Present_Value,Not_Present_Value
Robert F Kennedy Brg E,Astoria,Queens,NY,Robert F. Kennedy Bridge,87,11316055,motorway,4,yes
Quatro Ave,Garden Grove,Orange,CA,Quatro Avenue,87,759770226,residential,Not_Present_Value,Not_Present_Value
Cross County Pkwy W,Yonkers,Westchester,NY,Cross County Parkway,87,49786400,motorway,2,yes
Kasota Ave,Saint Paul,Ramsey,MN,Kasota Avenue,87,636154190,tertiary,Not_Present_Value,Not_Present_Value
Jurupa Ave,Bloomington,San Bernardino,CA,Jurupa Avenue,87,1224030756,tertiary,2,Not_Present_Value
Cross Island Pkwy N,Cambria Heights,Queens,NY,Cross Island Parkway,87,1136863681,motorway,3,yes
Orange Grove Blvd,North Fort Myers,Lee,FL,Orange Grove Boulevard,87,569792260,tertiary,2,yes
Garden State Pkwy N,Irvington,Essex,NJ,Garden State Parkway,87,966366969,motorway,4,yes
Washington St,Denver,Denver,CO,Washington Street,87,461999846,secondary,4,yes
Selwyn Ave,Charlotte,Mecklenburg,NC,Selwyn Avenue,87,868126498,tertiary,Not_Present_Value,Not_Present_Value
Baltimore Washington Pkwy N,Laurel,Prince George's,MD,Baltimore-Washington Parkway,87,695877313,motorway,2,yes
Azalea Ave,Richmond,Richmond City,VA,Azalea Avenue,87,692891923,primary,2,yes
Cross Island Pkwy S,Cambria Heights,Queens,NY,Cross Island Parkway,87,1136863681,motorway,3,yes
Dalton Ave,Charlotte,Mecklenburg,NC,Dalton Avenue,87,1036761430,secondary,3,yes
Henry Hudson Pkwy N,New York,New York,NY,Henry Hudson Parkway,87,968399414,motorway,3,yes
Renwick Dr,Houston,Harris,TX,Renwick Drive,87,1117149009,secondary,2,yes
Forest Ave,Henrico,Henrico,VA,Forest Avenue,87,1098805265,tertiary,2,yes
E Mount Morris Rd,Otisville,Genesee,MI,East Mount Morris Road,87,8660082,tertiary,Not_Present_Value,Not_Present_Value
Washington St,Riverside,Riverside,CA,Washington Street,87,664218883,secondary,Not_Present_Value,Not_Present_Value
Cactus Ave,March Air Reserve Base,Riverside,CA,Cactus Avenue,87,796908333,residential,Not_Present_Value,Not_Present_Value
Sierra Ave,Bloomington,San Bernardino,CA,Sierra Avenue,87,1223430087,primary,3,yes
Commercial St,Foxboro,Norfolk,MA,Commercial Street,87,91991398,trunk,2,yes
Winkler Dr,Houston,Harris,TX,Winkler Drive,87,598265231,tertiary,Not_Present_Value,Not_Present_Value
Clairmount St,Detroit,Wayne,MI,Clairmount Street,87,40879430,residential,2,Not_Present_Value
Independence Blvd,Hardeeville,Jasper,SC,Independence Boulevard,87,463548212,trunk,2,yes
Buenaventura Blvd,Kissimmee,Osceola,FL,Buenaventura Boulevard,87,1063618616,secondary,4,yes
Louise Ave,Charlotte,Mecklenburg,NC,Louise Avenue,87,1039016547,residential,Not_Present_Value,Not_Present_Value
Sprain Brook Pkwy S,Elmsford,Westchester,NY,Sprain Brook Parkway,87,1084576711,motorway,4,yes
Northwest Fwy,Houston,Harris,TX,Northwest Freeway,87,130597610,motorway,6,yes
Forest Point Blvd,Charlotte,Mecklenburg,NC,Forest Point Boulevard,87,804908430,tertiary,Not_Present_Value,Not_Present_Value
Pacific Dr,Raleigh,Wake,NC,Pacific Drive,87,18903955,tertiary,Not_Present_Value,Not_Present_Value
Harbor Point Blvd,Orlando,Orange,FL,Harbor Point Boulevard,87,208663661,residential,Not_Present_Value,Not_Present_Value
N Orange Blossom Trl,Kissimmee,Osceola,FL,North Orange Blossom Trail,87,193606938,primary,3,yes
Manitou Dr,Houston,Harris,TX,Manitou Drive,87,15350729,unclassified,2,Not_Present_Value
Bangerter Hwy,Salt Lake City,Salt Lake,UT,Bangerter Highway,87,1104666665,trunk,3,yes
Carrollton St,Temple,Carroll,GA,Carrollton Street,87,459649679,secondary,1,yes
Batson Ave,Rowland Heights,Los Angeles,CA,Batson Avenue,87,608183118,residential,Not_Present_Value,Not_Present_Value
Dalton Ave,Livermore,Alameda,CA,Dalton Avenue,87,393897592,tertiary,3,Not_Present_Value
Kellogg Dr,San Dimas,Los Angeles,CA,Kellogg Drive,87,433065994,tertiary,Not_Present_Value,Not_Present_Value
Latrobe Dr,Charlotte,Mecklenburg,NC,Latrobe Drive,87,16687122,residential,Not_Present_Value,yes
Glover Ave,Enterprise,Coffee,AL,Glover Avenue,87,137554136,secondary,Not_Present_Value,Not_Present_Value
N Rancho Santa Fe Rd,San Marcos,San Diego,CA,North Rancho Santa Fe Road,87,436259331,primary,4,Not_Present_Value
Audubon Dr,Henrico,Henrico,VA,Audubon Drive,87,755058310,tertiary,4,Not_Present_Value
Baltimore Washington Pkwy N,Laurel,Anne Arundel,MD,Baltimore-Washington Parkway,87,85508548,motorway,3,yes
Irvine Ave,Upper Lake,Lake,CA,Irvine Avenue,87,10271332,residential,Not_Present_Value,Not_Present_Value
Norris Ave,Charlotte,Mecklenburg,NC,Norris Avenue,87,908584128,tertiary,Not_Present_Value,Not_Present_Value
Corbin Ave,New Britain,Hartford,CT,Corbin Avenue,87,40437669,primary,Not_Present_Value,Not_Present_Value
Kinderhook St,Valatie,Columbia,NY,Kinderhook Street,87,711551142,primary,2,Not_Present_Value
Princeton Hwy,Honea Path,Greenville,SC,Princeton Highway,87,827886834,primary,3,Not_Present_Value
Mallard Creek Church Rd,Charlotte,Mecklenburg,NC,West Mallard Creek Church Road,87,864852751,secondary,2,yes
Garden State Pkwy N,Brick,Ocean,NJ,Garden State Parkway,87,993860437,motorway,3,yes
Frederick Fwy,Frederick,Frederick,MD,Frederick Freeway,87,307299740,motorway,2,yes
Columbia Tpke,Castleton on Hudson,Rensselaer,NY,Columbia Turnpike,87,35343671,trunk,4,Not_Present_Value
Trask Pkwy,Beaufort,Beaufort,SC,Trask Parkway,87,158603745,trunk,4,Not_Present_Value
Bowman Ave,Rye,Westchester,NY,Bowman Avenue,87,441439378,tertiary,2,no
Keller Ave,Waukegan,Lake,IL,Keller Avenue,87,21829556,residential,Not_Present_Value,Not_Present_Value
Lindale Dr,Sacramento,Sacramento,CA,Lindale Drive,87,1042954133,tertiary,Not_Present_Value,Not_Present_Value
Sprain Brook Pkwy S,Hartsdale,Westchester,NY,Sprain Brook Parkway,87,1081185358,motorway,3,yes
Garden State Pkwy S,Bayville,Ocean,NJ,Garden State Parkway,87,333064605,motorway,3,yes
Meeker Ave,Brooklyn,Kings,NY,Meeker Avenue,87,1164048571,cycleway,Not_Present_Value,no
Fellsway W,Medford,Middlesex,MA,Fellsway West,87,43335198,primary,2,yes
Harnett Dr,Raleigh,Wake,NC,Harnett Drive,87,18896183,residential,Not_Present_Value,Not_Present_Value
Rancho Ave,Colton,San Bernardino,CA,Rancho Avenue,87,7281153,secondary,Not_Present_Value,Not_Present_Value
Choate Cir,Charlotte,Mecklenburg,NC,Choate Circle,87,672875039,tertiary,2,Not_Present_Value
Foster Ave,Nashville,Davidson,TN,Foster Avenue,87,635095004,secondary,Not_Present_Value,Not_Present_Value
Alligator Aly E,Conservation,Broward,FL,Alligator Alley,87,161387928,motorway,2,yes
Sprain Brook Pkwy S,White Plains,Westchester,NY,Sprain Brook Parkway,87,1081185358,motorway,3,yes
N Old Statesville Rd,Huntersville,Mecklenburg,NC,North Old Statesville Road,87,16664788,primary,2,Not_Present_Value
Stanbridge St,Norristown,Montgomery,PA,Stanbridge Street,87,12349677,residential,Not_Present_Value,Not_Present_Value
E Kings Canyon Rd,Sanger,Fresno,CA,East Kings Canyon Road,87,762410278,trunk,2,yes
Garden State Pkwy N,Hillside,Union,NJ,Garden State Parkway,87,54672905,motorway,4,yes
E Mountain View Ave,Kingsburg,Fresno,CA,East Mountain View Avenue,86,749739477,primary,Not_Present_Value,yes
Junipero Serra Fwy N,Portola Valley,San Mateo,CA,Junipero Serra Freeway,86,1067181321,motorway,5,yes
Belt Pkwy,Howard Beach,Queens,NY,Belt Parkway,86,987625553,motorway,3,yes
Killingly St,Providence,Providence,RI,Killingly Street,86,643963169,secondary,4,Not_Present_Value
Junipero Serra Fwy N,Redwood City,San Mateo,CA,Junipero Serra Freeway,86,968159285,motorway,4,yes
E Blackstock Rd,Roebuck,Spartanburg,SC,East Blackstock Road,86,98263376,secondary,Not_Present_Value,Not_Present_Value
New England Trwy S,Larchmont,Westchester,NY,New England Thruway,86,497400945,motorway,3,yes
Antelope Valley Fwy S,Palmdale,Los Angeles,CA,Antelope Valley Freeway,86,44865509,motorway,4,yes
White Marsh Blvd,Nottingham,Baltimore County,MD,White Marsh Boulevard,86,400084813,trunk,4,yes
Jamaica Bay Blvd,Fort Myers,Lee,FL,Jamaica Bay Boulevard,86,11016696,residential,Not_Present_Value,-1
New England Trwy N,Port Chester,Westchester,NY,New England Thruway,86,1168265944,motorway,5,yes
Chesapeake Blvd,Norfolk,Norfolk,VA,Chesapeake Boulevard,86,1047089154,secondary,3,yes
Carnelian St,Rancho Cucamonga,San Bernardino,CA,Carnelian Street,86,475034909,secondary,Not_Present_Value,Not_Present_Value
164th Ave,San Leandro,Alameda,CA,164th Avenue,86,417314998,tertiary,3,Not_Present_Value
International Dr S,Orlando,Orange,FL,International Drive,86,127478477,secondary,3,yes
E William Cannon Dr,Austin,Travis,TX,East William Cannon Drive,86,436624357,secondary,4,yes
Piedmont Hwy,Piedmont,Greenville,SC,Piedmont Highway,86,361467145,secondary,Not_Present_Value,Not_Present_Value
Union Ave,Memphis,Shelby,TN,Union Avenue,86,38722487,primary,5,Not_Present_Value
Wicker Dr,Charlotte,Mecklenburg,NC,Wicker Drive,86,16713384,residential,Not_Present_Value,Not_Present_Value
Grant Ave,Ogden,Weber,UT,Grant Avenue,86,964958964,tertiary_link,1,yes
Brookford St,Charlotte,Mecklenburg,NC,Brookford Street,86,16669316,residential,Not_Present_Value,Not_Present_Value
Humber Dr,Nashville,Davidson,TN,Humber Drive,86,19465116,residential,Not_Present_Value,Not_Present_Value
W Sugar Creek Rd,Charlotte,Mecklenburg,NC,West Sugar Creek Road,86,38582451,primary,4,Not_Present_Value
Guy Rd,Clayton,Wake,NC,Guy Road,86,884897209,secondary,3,no
Tampa Ave,Porter Ranch,Los Angeles,CA,Tampa Avenue,86,402194200,primary,Not_Present_Value,Not_Present_Value
Meadowdale Blvd,Richmond,Chesterfield,VA,Meadowdale Boulevard,86,1283449879,tertiary,Not_Present_Value,no
Old Hickory Blvd,Antioch,Davidson,TN,Old Hickory Boulevard,86,111475251,secondary,Not_Present_Value,Not_Present_Value
Bronx River Pkwy S,Bronxville,Westchester,NY,Bronx River Parkway,86,49590195,trunk,2,yes
Bluff City Blvd,Elgin,Kane,IL,Bluff City Boulevard,86,59776038,secondary,Not_Present_Value,Not_Present_Value
Lafayette St,Nashville,Davidson,TN,Lafayette Street,86,48729818,primary,6,Not_Present_Value
Champions Gate Blvd,Champions Gate,Osceola,FL,ChampionsGate Boulevard,86,207824090,primary,2,yes
New Kent Hwy,Quinton,New Kent,VA,New Kent Highway,86,1163361825,primary,2,yes
Shoup Ave,Woodland Hills,Los Angeles,CA,Shoup Avenue,86,401071439,secondary,3,Not_Present_Value
River Place Blvd,Austin,Travis,TX,River Place Boulevard,86,1112079268,tertiary,2,yes
Knott Ave,Buena Park,Orange,CA,Knott Avenue,86,54062849,secondary,3,yes
